date,equity,bh_equity,position
2013-01-02,1.0,1.0,0.0
2013-01-03,1.0,0.9989240370131268,0.0
2013-01-04,1.0,1.0024747148698085,0.0
2013-01-07,1.0,1.0039810630514312,0.0
2013-01-08,1.0,1.0023671185711212,0.0
2013-01-09,1.0,1.0033354852593073,0.0
2013-01-10,1.0,1.0101140520766088,0.0
2013-01-11,1.0,1.008822896492361,0.0
2013-01-14,1.0,1.0134495373359158,0.0
2013-01-15,1.0,1.0051646223369919,0.0
2013-01-16,1.0,1.0131267484398538,0.0
2013-01-17,1.0,1.024316763503336,0.0
2013-01-18,1.0,1.0255003227888964,0.0
2013-01-22,1.0,1.0355067785668177,0.0
2013-01-23,1.0,1.0281902302560797,0.0
2013-01-24,1.0,1.03260167850226,0.0
2013-01-25,1.0,1.033892834086508,0.0
2013-01-28,1.0,1.0388422638261248,0.0
2013-01-29,1.0,1.0473423714224235,0.0
2013-01-30,1.0,1.054766516031849,0.0
2013-01-31,1.0,1.048203141811922,0.0
2013-02-01,1.0,1.0503550677856686,0.0
2013-02-04,1.0,1.0342156229825699,0.0
2013-02-05,1.0,1.0401334194103729,0.0
2013-02-06,1.0,1.0416397675919953,0.0
2013-02-07,1.0,1.0318485044114487,0.0
2013-02-08,1.0,1.0302345599311389,0.0
2013-02-11,1.0,1.0436840972670545,0.0
2013-02-12,1.0,1.049817086292232,0.0
2013-02-13,1.0,1.045513234344739,0.0
2013-02-14,1.0,1.0472347751237363,0.0
2013-02-15,1.0,1.03421562298257,0.0
2013-02-19,1.0,1.040133419410373,0.0
2013-02-20,1.0,1.02819023025608,0.0
2013-02-21,1.0,0.999784807402626,0.0
2013-02-22,1.0,1.0044114482461808,0.0
2013-02-25,1.0,0.9909619109102652,0.0
2013-02-26,1.0,0.9976328814288794,0.0
2013-02-27,1.0,0.9989240370131274,0.0
2013-02-28,1.0,0.9881644071443949,0.0
2013-03-01,1.0,0.9788035291585976,0.0
2013-03-04,1.0,0.9707338067570482,0.0
2013-03-05,1.0,0.977297180976975,0.0
2013-03-06,1.0,0.9729933290294821,0.0
2013-03-07,1.0,0.9835377663008398,0.0
2013-03-08,1.0,0.9885947923391439,0.0
2013-03-11,1.0,0.9895631590273298,0.0
2013-03-12,1.0,0.9964493221433187,0.0
2013-03-13,1.0,0.9950505702603836,0.0
2013-03-14,1.0,1.0025823111684964,0.0
2013-03-15,1.0,1.0060253927264906,0.0
2013-03-18,1.0,1.0095760705831722,0.0
2013-03-19,1.0,0.9920378738971383,0.0
2013-03-20,1.0,1.0002151925973748,0.0
2013-03-21,1.0,0.99397460727351,0.0
2013-03-22,1.0,1.0100064557779216,0.0
2013-03-25,1.0,1.018398967075533,0.3333333333333333
2013-03-26,1.0053882725832013,1.0348612007746938,0.3333333333333333
2013-03-27,1.0072698476410613,1.0406714009038094,0.3333333333333333
2013-03-28,1.0089014192856411,1.0457284269421137,0.6666666666666666
2013-04-01,1.0072405053327067,1.043146115773618,0.6666666666666666
2013-04-02,1.00703271977204,1.042823326877556,0.6666666666666666
2013-04-03,0.9902696218091266,1.0167850225952233,1.0
2013-04-04,0.9783235120857149,1.0045190445448682,1.0
2013-04-05,0.9746558468197553,1.000753174090812,1.0
2013-04-08,0.9803145303729501,1.0065633742199274,1.0
2013-04-09,0.9847157286921019,1.011082418764795,1.0
2013-04-10,0.9906887835538079,1.0172154077899729,1.0
2013-04-11,0.9797905781920989,1.006025392726491,1.0
2013-04-12,0.95003009431974,0.9754680438992906,0.6666666666666667
2013-04-15,0.9275350806885203,0.940822035721972,0.6666666666666667
2013-04-16,0.9374355771277085,0.9558855175381975,0.6666666666666667
2013-04-17,0.920271065584923,0.9296320206584902,0.3333333333333334
2013-04-18,0.9273719225724609,0.9511512803959552,0.3333333333333334
2013-04-19,0.9259032340073009,0.9466322358510876,0.3333333333333334
2013-04-22,0.9286394790725645,0.9550247471486989,1.1102230246251565e-16
2013-04-23,0.9286394790725645,0.9629868732515608,1.1102230246251565e-16
2013-04-24,0.9286394790725645,0.9861200774693359,1.1102230246251565e-16
2013-04-25,0.9286394790725645,1.00365827415537,1.1102230246251565e-16
2013-04-26,0.9286394790725645,0.9984936518183782,1.1102230246251565e-16
2013-04-29,0.9286394790725645,1.016247041101787,1.1102230246251565e-16
2013-04-30,0.9286394790725645,1.0012911555842487,1.1102230246251565e-16
2013-05-01,0.9286394790725645,0.9788035291585977,1.1102230246251565e-16
2013-05-02,0.9286394790725645,1.0117279965569193,1.1102230246251565e-16
2013-05-03,0.9286394790725645,1.0284054228534547,0.3333333333333334
2013-05-06,0.9292872013848145,1.0305573488272013,0.3333333333333334
2013-05-07,0.9282846294058721,1.0272218635678942,0.3333333333333334
2013-05-08,0.9320767212197224,1.0398106305143113,0.6666666666666667
2013-05-09,0.929118972242342,1.0348612007746945,0.6666666666666667
2013-05-10,0.9273157330919444,1.0318485044114494,0.6666666666666667
2013-05-13,0.9211916458730542,1.0216268560361534,1.0
2013-05-14,0.9136241947537179,1.0132343447385421,1.0
2013-05-15,0.9156615854396929,1.0154938670109759,1.0
2013-05-16,0.9235200923713114,1.0242091672046492,1.0
2013-05-17,0.9315726365111179,1.033139659995697,1.0
2013-05-20,0.9370056783403851,1.0391650527221874,1.0
2013-05-21,0.9329308969684348,1.0346460081773197,1.0
2013-05-22,0.9128480459209655,1.0123735743490434,1.0
2013-05-23,0.9159526412519752,1.0158166559070376,1.0
2013-05-24,0.9105195994227081,1.0097912631805475,1.0
2013-05-28,0.922646924934465,1.023240800516463,1.0
2013-05-29,0.9012058134296789,0.9994620185065642,1.0
2013-05-30,0.9079971157162627,1.006993759414677,1.0
2013-05-31,0.889369543730204,0.9863352700667104,0.6666666666666667
2013-06-03,0.9001709483193423,1.0043038519474938,0.6666666666666667
2013-06-04,0.9033856149442954,1.00968366688186,0.6666666666666667
2013-06-05,0.9030005400871154,1.0090380890897361,0.3333333333333334
2013-06-06,0.9061138923437604,1.0194749300624066,0.3333333333333334
2013-06-07,0.9109592507126698,1.03582956746288,0.3333333333333334
2013-06-10,0.9093190761675689,1.030234559931139,1.1102230246251565e-16
2013-06-11,0.9093190761675689,1.020981278244029,1.1102230246251565e-16
2013-06-12,0.9093190761675689,1.0307725414245756,1.1102230246251565e-16
2013-06-13,0.9093190761675689,1.0403486120077474,1.1102230246251565e-16
2013-06-14,0.9093190761675689,1.0523993974607277,0.3333333333333334
2013-06-17,0.9096289691833367,1.053475360447601,0.3333333333333334
2013-06-18,0.9117348068541388,1.0607919087583393,0.3333333333333334
2013-06-19,0.9096694779817301,1.0535829567462884,0.6666666666666667
2013-06-20,0.8940624036045927,1.0264686894770825,0.6666666666666667
2013-06-21,0.8845032458302039,1.0100064557779216,0.6666666666666667
2013-06-24,0.8912247292508091,1.0215192597374652,1.0
2013-06-25,0.8936654120989787,1.0243167635033357,1.0
2013-06-26,0.8958244776954363,1.0267914783731442,1.0
2013-06-27,0.9088727436914191,1.0417473638906822,1.0
2013-06-28,0.9057749539225887,1.0381966860340006,1.0
2013-07-01,0.9205129234288429,1.0550893049279109,1.0
2013-07-02,0.9350631481006225,1.0717667312244463,1.0
2013-07-03,0.9496133727724022,1.0884441575209818,1.0
2013-07-05,0.9721427529093514,1.1142672692059399,1.0
2013-07-08,0.9673552596302497,1.1087798579728863,1.0
2013-07-09,0.9812483773813683,1.1247041101786104,1.0
2013-07-10,0.9961740917220969,1.141811921669895,1.0
2013-07-11,0.9820932291365038,1.1256724768667963,1.0
2013-07-12,0.9971128158944697,1.1428878846567683,1.0
2013-07-15,0.9994596263254018,1.1455777921239514,1.0
2013-07-16,0.9937334088739272,1.1390144179040247,1.0
2013-07-17,1.0001167332460628,1.1463309662147627,1.0
2013-07-18,1.0151363200040286,1.1635463740047347,1.0
2013-07-19,1.015887299341927,1.1644071443942332,1.0
2013-07-22,1.0035900126838424,1.1503120292661937,1.0
2013-07-23,1.008377505962944,1.1557994404992473,1.0
2013-07-24,0.9883826810914019,1.1328814288788471,1.0
2013-07-25,0.9911988536085207,1.136109317839467,1.0
2013-07-26,0.98152999463308,1.1250268990746726,1.0
2013-07-29,0.9814361222158426,1.1249193027759852,1.0
2013-07-30,0.9678246217164359,1.109317839466323,0.6666666666666667
2013-07-31,0.9819054843020291,1.1335270066709713,0.6666666666666667
2013-08-01,0.997128825143921,1.159888099849366,0.6666666666666667
2013-08-02,0.991023954785897,1.1492360662793206,0.3333333333333334
2013-08-05,0.9899105489758201,1.1453625995265768,0.3333333333333334
2013-08-06,0.9876477191629115,1.137508069722402,0.3333333333333334
2013-08-07,0.982976664872508,1.1213686249193033,1.1102230246251565e-16
2013-08-08,0.982976664872508,1.1171723692704978,1.1102230246251565e-16
2013-08-09,0.982976664872508,1.1414891327738332,1.1102230246251565e-16
2013-08-12,0.982976664872508,1.14202711426727,1.1102230246251565e-16
2013-08-13,0.982976664872508,1.1465461588121375,1.1102230246251565e-16
2013-08-14,0.982976664872508,1.151065203357005,1.1102230246251565e-16
2013-08-15,0.982976664872508,1.1542930923176247,1.1102230246251565e-16
2013-08-16,0.982976664872508,1.1581665590703685,1.1102230246251565e-16
2013-08-19,0.982976664872508,1.1506348181622557,1.1102230246251565e-16
2013-08-20,0.982976664872508,1.1294383473208527,1.1102230246251565e-16
2013-08-21,0.982976664872508,1.1177103507639343,1.1102230246251565e-16
2013-08-22,0.982976664872508,1.1318054658919738,1.1102230246251565e-16
2013-08-23,0.982976664872508,1.1443942328383907,1.1102230246251565e-16
2013-08-26,0.982976664872508,1.141811921669895,1.1102230246251565e-16
2013-08-27,0.982976664872508,1.173337637185281,0.3333333333333334
2013-08-28,0.9843287648241895,1.1781794706262108,0.3333333333333334
2013-08-29,0.9804034355032772,1.164084355498171,0.3333333333333334
2013-08-30,0.9791347740653398,1.1595653109533033,0.6666666666666667
2013-09-03,0.9833746326644908,1.167097051861416,0.6666666666666667
2013-09-04,0.976545012585754,1.1549386701097484,0.6666666666666667
2013-09-05,0.9835805520839186,1.167419840757478,1.0
2013-09-06,0.9998980174641126,1.1867871745211964,1.0
2013-09-09,0.9877505710144125,1.172369270497095,1.0
2013-09-10,0.9727928944159014,1.1546158812136864,1.0
2013-09-11,0.9765096504191679,1.1590273294598668,1.0
2013-09-12,0.9857562141346112,1.170002151925974,1.0
2013-09-13,0.9843057727674829,1.1682806111469768,1.0
2013-09-16,0.9623678470896664,1.1422423068646441,1.0
2013-09-17,0.9563847764502619,1.1351409511512807,1.0
2013-09-18,0.980679669349662,1.1639767591994838,1.0
2013-09-19,0.9623678470896664,1.1422423068646441,1.0
2013-09-20,0.9489512644437291,1.12631805465892,0.6666666666666667
2013-09-23,0.9410947070384504,1.1123305358295676,0.6666666666666667
2013-09-24,0.9410340186585551,1.1122229395308805,0.6666666666666667
2013-09-25,0.9345401526112515,1.1007101355713367,0.3333333333333334
2013-09-26,0.9363063086507253,1.1069507208952014,0.3333333333333334
2013-09-27,0.9361546260579553,1.1064127394017649,0.3333333333333334
2013-09-30,0.9345766157316882,1.100817731870024,1.1102230246251565e-16
2013-10-01,0.9345766157316882,1.0936087798579732,1.1102230246251565e-16
2013-10-02,0.9345766157316882,1.1169571766731228,1.1102230246251565e-16
2013-10-03,0.9345766157316882,1.1075962986873253,1.1102230246251565e-16
2013-10-04,0.9345766157316882,1.1153432321928127,1.1102230246251565e-16
2013-10-07,0.9345766157316882,1.1101786098558213,1.1102230246251565e-16
2013-10-08,0.9345766157316882,1.1139444803098777,1.1102230246251565e-16
2013-10-09,0.9345766157316882,1.0914568538842266,1.1102230246251565e-16
2013-10-10,0.9345766157316882,1.1069507208952014,1.1102230246251565e-16
