entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2013-07-22,1337.2359,2013-07-24,1319.9787,-0.016905127659226023,-169.05127659226022,2,MA_Filter_EMA_50
2013-07-25,1334.98365,2013-07-29,1326.2723999999998,-0.010525360816216797,-105.25360816216796,4,MA_Filter_EMA_50
2013-08-12,1337.7364,2013-08-13,1319.9787,-0.017274438820682577,-172.74438820682576,1,MA_Filter_EMA_50
