entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2013-04-16,81.90482299999998,2013-04-17,82.708209,0.005808775241477718,58.087752414777185,1,BB_Rev_20_2.0std_mean
