entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2009-01-15,39.399359999999994,2009-01-22,38.20176,-0.034396432835457125,-343.96432835457125,7,ROC_20_th0
2009-01-23,38.11807999999999,2009-02-04,40.3596,0.05480464073741409,548.0464073741409,12,ROC_20_th0
