entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2010-06-29,1.8134115999999998,2010-06-30,1.8018963000000001,-0.010350075184254789,-103.50075184254788,1,Momentum_126d_th5pct
