entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2014-05-28,80.70062,2014-05-30,80.323596,-0.008671884800885096,-86.71884800885096,2,MA_Filter_SMA_200
2014-06-02,80.77068999999999,2014-06-05,80.322597,-0.00954771786646846,-95.4771786646846,3,MA_Filter_SMA_200
