entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2013-10-18,3.3022989999999997,2013-10-23,3.2642325,-0.015527272363889507,-155.27272363889506,5,Momentum_126d_th5pct
2013-10-29,3.2812779999999995,2013-10-31,3.3011955,0.002070043440391304,20.70043440391304,2,Momentum_126d_th5pct
