entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2013-06-17,1514.0124999999998,2013-06-27,1430.19837,-0.05935894188456159,-593.5894188456159,10,Momentum_126d_th5pct
