entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2014-10-13,45.69564999999999,2014-10-24,48.851099999999995,0.06505361888932537,650.5361888932537,11,BB_Rev_20_2.0std_mean
