entry_date,entry_price,exit_date,exit_price,return_pct,pnl,bars_held,trigger
2009-02-17,40.03999999999999,2009-02-20,39.1608,-0.02595804195804174,-259.5804195804174,3,MA_Filter_EMA_50
2009-03-12,39.5395,2009-03-16,38.71125,-0.02494740702335629,-249.4740702335629,4,MA_Filter_EMA_50
